0122+470, 0125+473, 01:25:07.70700, 47:18:03.0889,   138, P,
0122+705, 0126+707, 01:26:07.84546, 70:46:52.3797,   121, P,
0123+731, 0127+733, 01:27:04.71690, 73:23:12.6755,   153, P,
0125+487, 0128+490, 01:28:08.06468, 49:01:05.9766,   363, P,
0129+560, 0132+563, 01:32:20.45034, 56:20:40.3721,   406, P,
0129+431, 0132+434, 01:32:44.12727, 43:25:32.6667,   235, P,
0131+691, 0134+694, 01:34:40.76180, 69:25:10.8960,   193, P,
0133+476, 0136+478, 01:36:58.59530, 47:51:29.1020,  1699, P,VLBI
0137+467, 0140+469, 01:40:43.07341, 46:58:28.4970,   140, P,
0140+412, 0143+414, 01:43:03.18361, 41:29:20.4367,   247, P,
0140+490, 0143+492, 01:43:46.87905, 49:15:41.5860,   113, P,
0141+579, 0145+581, 01:45:14.29933, 58:10:49.7830,   143, P,
0144+584, 0147+586, 01:47:46.54378, 58:40:44.9748,   136, S,
0144+487, 0147+489, 01:47:37.77592, 48:59:37.5052,   161, S,MAP
0145+386, 0148+389, 01:48:24.37679, 38:54:05.2227,   343, P,
0148+546, 0151+549, 01:51:36.28759, 54:54:37.6884,   137, P,
0149+370, 0152+372, 01:52:12.22113, 37:16:05.6763,   268, P,
0149+710, 0153+712, 01:53:25.85172, 71:15:06.4758,   414, S,JET PA -90
0151+474, 0154+477, 01:54:56.29019, 47:43:26.5392,   690, P,
0153+744, 0157+747, 01:57:34.96658, 74:42:43.2463,   910, P,
0153+389, 0156+392, 01:56:31.40881, 39:14:30.9289,   175, P,
0159+723, 0203+725, 02:03:33.38570, 72:32:53.6670,   276, P,VLBI
0159+418, 0202+420, 02:02:43.65401, 42:05:16.3423,   406, P,
0200+539, 0203+541, 02:03:46.65936, 54:11:57.6277,   303, P,
0201+438, 0204+440, 02:04:54.78644, 44:03:06.9206,   250, P,
0201+365, 0204+368, 02:04:55.59586, 36:49:18.0007,   263, P,
0210+515, 0214+517, 02:14:17.93188, 51:44:51.9674,   168, P,
0212+735, 0217+738, 02:17:30.81724, 73:49:32.6181,  2261, P,
0213+444, 0216+446, 02:16:17.17074, 44:37:43.4050,   155, P,
0224+671, 0228+673, 02:28:50.05220, 67:21:03.0238,  1774, P,VLBI
0227+403, 0230+405, 02:30:45.70679, 40:32:53.0870,   578, P,
0233+359, 0236+362, 02:36:38.28272, 36:12:40.2577,   147, P,
0238+711, 0243+713, 02:43:30.89108, 71:20:17.9026,   166, S,WEAK EXT PA -85
0248+430, 0251+432, 02:51:34.53719, 43:15:15.8327,  1196, P,
0249+383, 0253+385, 02:53:08.88698, 38:35:24.9867,   454, S,WEAK EXT PA 50
0250+508, 0253+510, 02:53:57.60831, 51:02:56.4950,   286, P,
0251+393, 0254+395, 02:54:42.63160, 39:31:34.7140,   367, P,
0252+657, 0257+659, 02:57:01.34284, 65:56:35.4204,   243, P,
0254+434, 0257+436, 02:57:59.07693, 43:38:37.6777,   128, P,
0256+424, 0259+426, 02:59:38.38223, 42:36:43.1192,   320, S,
0258+533, 0302+535, 03:02:22.73541, 53:31:46.5343,   364, P,
0259+681, 0304+683, 03:04:22.00693, 68:21:37.4632,   742, S,WEAK EXT PA -130
0300+470, 0303+472, 03:03:35.24270, 47:16:16.2750,  2058, P,VLBI
0302+625, 0306+627, 03:06:42.66109, 62:43:02.0222,   270, P,
0303+697, 0308+699, 03:08:27.82758, 69:55:58.9001,   212, P,
0307+380, 0310+382, 03:10:49.88050, 38:14:53.8452,   453, P,
0309+411, 0313+413, 03:13:01.96146, 41:20:01.1903,   673, S,WEAK EXT PA -70
0310+372, 0313+374, 03:13:36.27074, 37:25:24.1057,   177, P,
0310+435, 0314+437, 03:14:08.05390, 43:45:19.7705,   129, P,
0314+696, 0319+698, 03:19:22.07340, 69:49:25.6034,   159, P,
0316+413, 0319+415, 03:19:48.16050, 41:30:42.1030, 33643, P,VLBI
0317+659, 0322+661, 03:22:27.23103, 66:10:28.2979,   275, P,
0318+438, 0321+439, 03:21:36.87080, 43:59:22.4808,   339, S,EXT PA 125
0321+467, 0325+469, 03:25:20.30426, 46:55:06.6727,   360, P,
0325+395, 0328+396, 03:28:50.31276, 39:40:44.5585,   240, S,MAP
0327+467, 0330+469, 03:30:32.62811, 46:56:23.3210,   161, S,WEAK EXT PA 10
0327+364, 0330+366, 03:30:34.76550, 36:39:41.0339,   219, P,
0328+677, 0332+678, 03:32:59.52412, 67:53:03.8602,   146, P,
0329+654, 0333+656, 03:33:56.74161, 65:36:56.1789,   120, S,EXT PA 90
0334+390, 0337+392, 03:37:59.61354, 39:14:31.0486,   141, P,
0335+599, 0339+601, 03:39:09.39416, 60:08:56.9597,   179, P,
0336+473, 0340+475, 03:40:10.78970, 47:32:27.3276,   169, P,
0338+480, 0342+481, 03:42:10.35224, 48:09:46.9481,   169, P,
0339+651, 0344+653, 03:44:32.63950, 65:18:10.3836,   172, P,
0340+362, 0343+363, 03:43:28.95271, 36:22:12.4404,   620, P,
0345+460, 0349+461, 03:49:18.74250, 46:09:59.6621,   844, P,
0349+662, 0354+663, 03:54:03.70096, 66:21:26.1119,   175, P,
0350+465, 0354+467, 03:54:30.01294, 46:43:18.7537,   704, P,
0351+389, 0355+391, 03:55:16.59120, 39:09:09.8242,   124, S,WEAK EXT PA 45
0352+605, 0356+607, 03:56:25.19960, 60:43:57.9716,   265, P,
0354+599, 0359+600, 03:59:02.64130, 60:05:22.0500,   834, P,
0355+508, 0359+509, 03:59:29.74775, 50:57:50.1610,  2404, P,VLBI
0402+379, 0405+380, 04:05:49.26348, 38:03:32.2371,   653, S,JET PA 20
0402+682, 0407+683, 04:07:49.16668, 68:21:31.6257,   227, P,
0412+447, 0415+448, 04:15:56.52464, 44:52:49.6764,   295, P,
0414+548, 0418+549, 04:18:19.34051, 54:57:15.3274,   243, S,WEAK EXT PA 115
0415+572, 0419+573, 04:19:19.41291, 57:22:59.9769,   408, S,WEAK EXT PA -125
0415+398, 0419+399, 04:19:22.55018, 39:55:28.9766,   640, P,
0416+387, 0420+388, 04:20:13.58588, 38:49:43.0439,   133, P,
0418+437, 0421+438, 04:21:52.06187, 43:53:04.2161,   128, P,
0418+532, 0422+534, 04:22:44.40044, 53:24:26.2395,   561, P,
0420+417, 0423+418, 04:23:56.01039, 41:50:02.7020,  1153, P,
0421+683, 0426+684, 04:26:50.06535, 68:25:52.9554,   166, S,JET PA -120
0424+670, 0429+671, 04:29:06.02175, 67:10:16.5605,   221, S,WEAK EXT PA -80
0424+414, 0427+415, 04:27:46.04549, 41:33:01.0910,   647, P,
0429+415, 0432+416, 04:32:36.50436, 41:38:28.4328,  2625, S,
0436+426, 0440+427, 04:40:07.87198, 42:44:40.2509,   260, S,WEAK EXT PA -10
0442+389, 0446+390, 04:46:11.49337, 39:00:17.1064,   495, P,
0443+592, 0448+593, 04:48:20.48381, 59:21:49.8062,   114, P,
0444+634, 0449+635, 04:49:23.30971, 63:32:09.4532,   467, P,
0445+364, 0448+364, 04:48:35.16078, 36:29:31.4209,   263, P,
0454+550, 0458+551, 04:58:54.84169, 55:08:42.0423,   236, P,
0500+640, 0505+641, 05:05:40.93595, 64:06:26.3155,   115, P,
0503+466, 0507+467, 05:07:23.65796, 46:45:42.3486,   422, S,WEAK EXT PA 110
0505+354, 0509+354, 05:09:05.84508, 35:28:17.2891,   215, P,
0510+559, 0514+560, 05:14:18.69971, 56:02:11.0580,   309, S,MAP
0513+714, 0519+715, 05:19:28.88345, 71:33:03.7403,   100, P,
0513+455, 0517+456, 05:17:28.89939, 45:37:04.8714,   555, S,
0514+474, 0518+475, 05:18:12.08986, 47:30:55.5360,   403, P,
0518+705, 0524+705, 05:24:13.43335, 70:34:52.9191,   170, P,WEAK SEC PA -70
0520+411, 0523+412, 05:23:55.78017, 41:13:50.8117,   242, P,
0529+483, 0533+483, 05:33:15.86584, 48:22:52.8071,   544, P,
0530+421, 0533+421, 05:33:56.48446, 42:10:54.4201,   263, S,EXT PA -90
0532+391, 0535+391, 05:35:55.11803, 39:10:58.3971,   154, P,
0532+506, 0536+506, 05:36:20.23181, 50:38:26.2546,   909, S,
0533+446, 0537+446, 05:37:30.06295, 44:41:03.5332,   155, P,
0535+677, 0541+677, 05:41:13.39852, 67:45:23.2853,   153, P,
0537+531, 0541+532, 05:41:16.17329, 53:12:24.8379,   747, P,
0537+392, 0540+392, 05:40:44.43773, 39:16:12.2362,    89, P,
0538+474, 0541+474, 05:41:49.24487, 47:29:07.6028,   675, S,MAP
0540+456, 0544+456, 05:44:01.16610, 45:41:02.7795,   129, P,
0540+529, 0544+529, 05:44:14.07480, 52:58:06.5137,   199, P,
0548+378, 0552+379, 05:52:17.93797, 37:54:25.2821,   492, S,WEAK EXT PA 125
0548+689, 0554+689, 05:54:00.80720, 68:57:54.4506,   150, P,
0549+431, 0553+431, 05:53:26.06364, 43:09:05.2231,    88, P,
0550+356, 0554+356, 05:54:09.52961, 35:41:31.4069,   176, P,
0552+398, 0555+398, 05:55:30.80600, 39:48:49.1630,  6984, P,VLBI
0554+580, 0559+580, 05:59:13.39407, 58:04:03.4432,   501, P,
0555+378, 0559+378, 05:59:00.45269, 37:49:55.5171,   224, P,
0559+422, 0602+422, 06:02:58.94381, 42:12:09.9993,   277, P,
0600+442, 0604+442, 06:04:35.62972, 44:13:58.5460,   439, P,
0601+578, 0605+578, 06:05:42.22752, 57:53:16.3513,   108, P,
0602+405, 0605+405, 06:05:50.85587, 40:30:08.1025,   776, S,WEAK EXT PA -135
0602+673, 0607+673, 06:07:52.67197, 67:20:55.4166,   588, P,
0603+476, 0607+476, 06:07:23.25420, 47:39:46.9550,   407, P,
0604+728, 0610+728, 06:10:48.86913, 72:48:53.1885,   391, P,
0607+624, 0612+624, 06:12:10.32594, 62:25:34.0160,    84, P,
0609+413, 0612+413, 06:12:51.18558, 41:22:37.3979,   234, P,
0609+607, 0614+607, 06:14:23.86660, 60:46:21.7540,   750, P,VLBI
0610+510, 0614+510, 06:14:49.15890, 51:02:13.1236,   164, P,
0611+483, 0615+483, 06:15:04.05295, 48:19:04.7388,   241, P,
0612+570, 0617+570, 06:17:16.92290, 57:01:16.4162,   311, P,
0613+368, 0616+368, 06:16:50.65955, 36:51:48.6503,    92, P,
0618+588, 0623+588, 06:23:21.77907, 58:49:01.8688,   240, P,
0620+385, 0623+385, 06:23:28.94031, 38:30:49.8032,   187, P,
0620+459, 0623+459, 06:23:56.51064, 45:54:39.5061,   161, P,
0620+389, 0624+389, 06:24:19.02193, 38:56:48.7245,   633, S,WEAK SEC PA 0
0621+446, 0625+446, 06:25:18.26517, 44:40:01.6284,   183, P,
0627+532, 0631+531, 06:31:34.68599, 53:11:27.7537,   312, P,
0629+362, 0633+362, 06:33:14.70324, 36:12:07.0182,   133, P,
0630+497, 0633+497, 06:33:52.20678, 49:43:45.9385,   150, P,
0630+367, 0633+367, 06:33:34.41199, 36:42:49.7352,   149, P,
0632+502, 0636+501, 06:36:11.01792, 50:09:59.6320,   248, P,
0632+435, 0635+435, 06:35:56.28129, 43:33:12.9108,   140, P,
0633+734, 0639+734, 06:39:21.96228, 73:24:58.0503,   772, S,WEAK SEC PA -35 : 3arcsec
0633+596, 0638+595, 06:38:02.87300, 59:33:22.2075,   553, P,
0635+351, 0639+351, 06:39:09.58868, 35:06:22.5427,   162, S,EXT PA -100
0636+680, 0642+679, 06:42:04.25682, 67:58:35.6258,   436, P,
0638+528, 0642+527, 06:42:27.82149, 52:47:59.2824,   156, P,
0639+352, 0642+351, 06:42:58.14017, 35:09:18.3876,   191, P,
0641+393, 0644+392, 06:44:53.71000, 39:14:47.5407,   616, P,WEAK EXT ? PA 30
0642+449, 0646+448, 06:46:32.02630, 44:51:16.5890,  2184, P,VLBI
0643+548, 0647+547, 06:47:16.04637, 54:46:12.7534,   139, S,WEAK SEC PA -65 : 3.2arcsec
0644+491, 0648+491, 06:48:47.11904, 49:07:20.7357,   153, P,
0646+600, 0650+600, 06:50:31.25557, 60:01:44.5466,   753, P,
0650+371, 0653+370, 06:53:58.28274, 37:05:40.6112,   972, P,
0650+453, 0654+452, 06:54:23.71370, 45:14:23.5410,   372, P,
0651+428, 0654+427, 06:54:43.52629, 42:47:58.7276,   149, P,
0651+410, 0655+410, 06:55:10.02429, 41:00:10.1479,   373, P,
0652+426, 0656+426, 06:56:10.66286, 42:37:02.7512,   134, S,JET PA 35
0652+577, 0657+576, 06:57:12.50268, 57:41:56.7395,   142, P,
0655+696, 0701+696, 07:01:06.61591, 69:36:29.4136,   253, P,
0700+470, 0704+470, 07:04:09.55875, 47:00:56.0405,   335, P,
0702+612, 0707+611, 07:07:00.61645, 61:10:11.5875,   235, P,WEAK EXT PA 70
0705+377, 0709+376, 07:09:09.22231, 37:37:53.1716,   182, P,
0707+476, 0710+475, 07:10:46.10520, 47:32:11.1420,   609, P,VLBI
0707+424, 0710+423, 07:10:44.32692, 42:20:55.0451,   208, P,
0708+742, 0714+741, 07:14:36.12361, 74:08:10.1422,   137, P,
0709+509, 0713+508, 07:13:12.89619, 50:53:43.9049,   111, P,
0710+439, 0713+438, 07:13:38.16418, 43:49:17.1994,  1192, P,
0711+356, 0714+355, 07:14:24.81800, 35:34:39.7920,   592, P,VLBI
0713+669, 0718+668, 07:18:05.63143, 66:51:53.3316,    97, P,
0714+457, 0717+456, 07:17:51.85314, 45:38:03.2521,   569, P,
0716+714, 0721+713, 07:21:53.44880, 71:20:36.3630,   581, P,VLBI
0716+477, 0720+476, 07:20:21.49866, 47:37:44.1132,   247, P,
0718+374, 0722+373, 07:22:01.25998, 37:22:28.6279,   234, P,
0723+488, 0727+487, 07:27:03.10169, 48:44:10.1149,   269, S,WEAK EXT PA 5
0724+571, 0728+570, 07:28:49.63210, 57:01:24.3667,   632, P,
0727+409, 0730+408, 07:30:51.34725, 40:49:50.8263,   377, P,
0729+562, 0733+560, 07:33:28.61493, 56:05:41.7344,   116, P,
0730+504, 0733+503, 07:33:52.52117, 50:22:09.0511,   730, P,
0731+479, 0735+478, 07:35:02.31207, 47:50:08.4202,   450, P,
0732+755, 0739+754, 07:39:13.19623, 75:27:47.7019,   122, P,
0733+597, 0737+596, 07:37:30.08713, 59:41:03.1948,   235, P,
0733+646, 0737+645, 07:37:58.97973, 64:30:43.3543,   242, P,
0735+674, 0740+673, 07:40:53.39840, 67:19:08.2271,   199, S,EXT PA 170
0738+491, 0742+490, 07:42:02.75080, 49:00:15.6021,   483, P,
0738+548, 0742+547, 07:42:39.79251, 54:44:24.6626,   138, P,
0739+398, 0743+396, 07:43:09.88664, 39:41:30.7813,   327, P,WEAK SEC PA -170 : 2arcsec
0743+744, 0749+743, 07:49:22.45732, 74:20:41.5949,   394, P,
0745+579, 0749+578, 07:49:56.95355, 57:50:15.3110,   148, S,WEAK SEC PA 25 : 0.5arcsec
0746+503, 0750+502, 07:50:08.34322, 50:15:06.8053,   197, P,
0746+483, 0750+482, 07:50:20.43759, 48:14:53.5603,   730, P,
0748+582, 0752+581, 07:52:09.67917, 58:08:52.2564,   285, P,
0749+540, 0753+538, 07:53:01.38500, 53:52:59.6370,  1162, P,VLBI
0749+718, 0754+716, 07:54:45.50108, 71:40:56.7414,   198, S,EXT -10 :  WEAK EXT 135
0749+376, 0752+375, 07:52:40.90801, 37:30:24.3082,   218, P,
0749+426, 0753+425, 07:53:03.33778, 42:31:30.7631,   280, P,
0750+535, 0754+534, 07:54:15.21766, 53:24:56.4499,   138, P,
0751+485, 0754+483, 07:54:45.67184, 48:23:50.7467,   187, P,
0752+639, 0756+637, 07:56:54.61130, 63:47:59.0329,   258, P,
0753+519, 0756+518, 07:56:59.54571, 51:51:00.2370,   113, P,
0753+373, 0756+372, 07:56:28.25133, 37:14:55.6474,   125, P,
0753+613, 0757+611, 07:57:44.69329, 61:10:32.7642,   123, P,
0758+594, 0802+593, 08:02:24.59315, 59:21:34.8000,   144, P,
0759+642, 0803+640, 08:03:52.15946, 64:03:14.3636,   202, P,
0802+733, 0808+732, 08:08:16.49176, 73:15:11.9802,   310, P,
0803+452, 0806+450, 08:06:33.47197, 45:04:32.2740,   423, P,
0803+514, 0807+512, 08:07:01.01457, 51:17:38.6721,   347, P,
0804+499, 0808+498, 08:08:39.66670, 49:50:36.5280,   853, P,VLBI
0805+410, 0808+408, 08:08:56.65180, 40:52:44.8789,  1161, P,
0805+538, 0809+536, 08:09:41.73240, 53:41:25.0927,   184, P,
0806+350, 0809+349, 08:09:38.88712, 34:55:37.2563,   147, S,WEAK EXT PA 145
0806+573, 0811+572, 08:11:00.60937, 57:14:12.4939,   348, P,WEAK SEC PA -120 : 2.3arcsec
0807+417, 0810+415, 08:10:58.99286, 41:34:02.8023,   273, P,
0810+646, 0814+645, 08:14:39.19048, 64:31:22.0286,   213, P,
0812+367, 0815+365, 08:15:25.94520, 36:35:15.1470,   850, P,VLBI
0814+425, 0818+423, 08:18:16.00000, 42:22:45.4120,  1021, P,VLBI
0819+408, 0822+406, 08:22:57.55636, 40:41:49.7665,   274, P,
0820+560, 0824+558, 08:24:47.23660, 55:52:42.6680,  1629, P,VLBI
0821+621, 0825+619, 08:25:38.61209, 61:57:28.5773,   608, P,
0824+524, 0827+522, 08:27:53.69859, 52:17:58.2869,   188, P,
0824+355, 0827+354, 08:27:38.58906, 35:25:05.0807,   657, S,EXT PA 90
0828+493, 0832+492, 08:32:23.21710, 49:13:21.0360,   272, P,VLBI
0830+605, 0834+603, 08:34:17.54642, 60:19:47.0680,   339, P,
0830+425, 0833+424, 08:33:53.88502, 42:24:01.8494,   553, P,
0831+557, 0834+555, 08:34:54.90264, 55:34:21.0855,  3242, S,EXT PA -35
0833+416, 0836+414, 08:36:36.89322, 41:25:54.7062,   279, S,WEAK EXT PA -5
0833+585, 0837+584, 08:37:22.41000, 58:25:01.8439,   497, P,VLBI
0836+710, 0841+708, 08:41:24.36570, 70:53:42.1720,  1717, P,VLBI
0836+426, 0839+424, 08:39:56.56208, 42:27:55.8229,   206, S,EXT PA 40
0839+687, 0843+685, 08:43:49.10224, 68:33:17.1577,   260, P,
0839+458, 0843+456, 08:43:07.09556, 45:37:42.8878,   135, P,
0840+424, 0843+422, 08:43:31.63861, 42:15:29.5066,   348, S,
0841+387, 0844+385, 08:44:29.09764, 38:30:55.6882,   259, P,
0843+575, 0847+573, 08:47:28.06159, 57:23:38.3355,   242, P,
0844+463, 0847+461, 08:47:34.29950, 46:09:27.9976,   261, P,
0847+379, 0850+377, 08:50:24.73096, 37:47:09.4732,   252, P,
0848+686, 0853+684, 08:53:18.89863, 68:28:19.0085,    61, P,
0849+675, 0853+673, 08:53:34.32200, 67:22:15.6652,   127, P,
0850+625, 0854+623, 08:54:50.57576, 62:18:50.1897,   323, P,
0850+581, 0854+579, 08:54:41.99648, 57:57:29.9234,   918, P,
0851+580, 0855+578, 08:55:21.35749, 57:51:44.0817,   163, P,
0851+719, 0856+717, 08:56:54.86951, 71:46:23.8943,   118, P,
0859+433, 0902+431, 09:02:30.92062, 43:10:14.1715,   362, P,
0859+681, 0903+679, 09:03:53.15590, 67:57:22.6827,   635, P,
0859+470, 0903+468, 09:03:03.99040, 46:51:04.1350,   963, P,VLBI
0900+520, 0903+518, 09:03:58.57582, 51:51:00.6583,   273, P,
0902+490, 0905+488, 09:05:27.46476, 48:50:49.9588,   447, P,
0902+468, 0906+466, 09:06:15.53935, 46:36:19.0197,   212, P,
0903+669, 0907+667, 09:07:23.52399, 66:44:46.9420,    66, P,
0903+684, 0907+682, 09:07:52.94717, 68:15:44.9183,   210, P,
0905+420, 0908+418, 09:08:35.86228, 41:50:46.2038,   149, P,
0911+354, 0914+352, 09:14:39.42376, 35:12:04.5869,   226, S,WEAK SEC PA 40 : 0.6arcsec
0913+391, 0916+389, 09:16:48.90469, 38:54:28.1421,   462, S,WEAK EXT PA 170
0913+657, 0917+655, 09:17:55.56633, 65:30:15.1300,   112, P,WEAK SEC PA 65 : 3.9arcsec
0917+624, 0921+622, 09:21:36.23140, 62:15:52.1790,  1512, P,VLBI
0917+449, 0920+446, 09:20:58.45870, 44:41:53.9840,  1344, P,VLBI
0920+390, 0923+388, 09:23:14.45336, 38:49:39.9040,   369, P,
0920+416, 0923+414, 09:23:31.30517, 41:25:27.4353,   237, P,
0922+407, 0926+404, 09:26:00.42727, 40:29:49.6727,   272, P,
0923+392, 0927+390, 09:27:03.01420, 39:02:20.8500,  8012, P,VLBI
0924+732, 0929+730, 09:29:42.15651, 73:04:04.5530,   166, P,
0925+449, 0928+447, 09:28:24.13751, 44:46:04.8097,   233, P,
0925+504, 0929+502, 09:29:15.44170, 50:13:35.9782,   692, P,
0925+745, 0930+743, 09:30:53.78225, 74:20:05.9295,   231, P,
0927+469, 0930+467, 09:30:35.08109, 46:44:08.6489,   131, P,
0927+352, 0930+350, 09:30:55.27914, 35:03:37.6082,   472, S,WEAK EXT 45
0929+533, 0932+531, 09:32:41.15174, 53:06:33.7851,   380, P,
0930+493, 0934+491, 09:34:15.76310, 49:08:21.7164,   398, P,
0932+367, 0935+365, 09:35:31.84056, 36:33:17.5617,   186, P,
0933+503, 0937+501, 09:37:12.32879, 50:08:52.0753,   352, P,
0936+419, 0939+416, 09:39:49.61629, 41:41:54.1869,   285, P,
0939+620, 0943+618, 09:43:14.50251, 61:50:33.3428,   104, P,
0941+522, 0944+520, 09:44:52.15670, 52:02:34.2164,   258, P,
0942+358, 0945+355, 09:45:38.12074, 35:34:55.0776,   262, P,
0942+468, 0945+466, 09:45:42.09361, 46:36:50.5928,   356, P,
0945+408, 0948+406, 09:48:55.33870, 40:39:44.5833,  1338, P,WEAK EXT PA 45
0949+354, 0952+352, 09:52:32.02616, 35:12:52.3929,   337, P,
0950+748, 0954+745, 09:54:47.44405, 74:35:57.1405,   411, P,
0952+581, 0956+578, 09:56:22.63332, 57:53:55.9031,   285, P,WEAK EXT PA 135
0953+398, 0956+395, 09:56:08.55820, 39:35:16.1876,   145, S,EXT PA -40  JET
0954+556, 0957+553, 09:57:38.18251, 55:22:57.7336,  1545, S,EXT PA -60
0954+658, 0958+655, 09:58:47.24520, 65:33:54.8150,  1206, P,VLBI
0955+476, 0958+474, 09:58:19.67008, 47:25:07.8314,   881, P,
0955+509, 0958+506, 09:58:37.80816, 50:39:57.4794,   232, P,
1008+657, 1011+654, 10:11:38.18601, 65:29:21.3591,   115, P,
1010+495, 1013+493, 10:13:29.93178, 49:18:40.9607,   111, P,
1010+350, 1013+347, 10:13:49.61423, 34:45:50.7817,   367, P,
1011+496, 1015+494, 10:15:04.13582, 49:26:00.6921,   248, S,EXT PA -90
1014+615, 1017+612, 10:17:25.88496, 61:16:27.4932,   571, P,
1015+359, 1018+357, 10:18:10.98766, 35:42:39.4375,   724, P,
1016+635, 1019+633, 10:19:50.87515, 63:20:01.6205,   268, P,
1017+436, 1020+433, 10:20:27.20211, 43:20:56.3419,   152, P,
1019+429, 1022+426, 10:22:13.13244, 42:39:25.6175,   261, P,
1020+400, 1023+398, 10:23:11.56580, 39:48:15.3840,   770, P,VLBI
1023+747, 1027+744, 10:27:24.14856, 74:28:26.0966,   140, P,
1024+483, 1027+480, 10:27:13.07883, 48:03:13.5184,   195, P,
1027+749, 1031+746, 10:31:22.01973, 74:41:58.3261,    99, P,
1028+606, 1031+603, 10:31:44.75486, 60:20:30.3506,   289, P,
1028+564, 1032+561, 10:32:02.51417, 56:10:56.7164,    99, P,
1030+415, 1033+412, 10:33:03.70810, 41:16:06.2300,   378, P,VLBI
1030+398, 1033+395, 10:33:22.06179, 39:35:51.0812,   509, P,
1030+611, 1033+608, 10:33:51.42726, 60:51:07.3301,   427, P,
1030+687, 1034+685, 10:34:01.11262, 68:32:27.1286,   111, P,
1031+567, 1035+564, 10:35:07.03990, 56:28:46.7920,   778, P,VLBI
1032+509, 1035+506, 10:35:06.01756, 50:40:06.0865,   170, P,
1035+430, 1038+427, 10:38:18.18994, 42:44:42.7661,   165, P,
1038+528, 1041+525, 10:41:46.77999, 52:33:28.2170,   720, P,
1041+536, 1044+533, 10:44:10.67165, 53:22:20.5222,   389, P,
1043+541, 1046+539, 10:46:24.03722, 53:54:26.2195,   182, P,
1044+719, 1048+717, 10:48:27.62025, 71:43:35.9293,  1259, P,
