 Row          Object Name                 EquJ2000.0       Object  Velocity/Redshift    Mag./  Separ.               Number of                                 Row r of                                 Row 
 No.     (* => Essential Note)       RA               DEC  Type     km/s       z   Qual Filter arcmin Refs Notes Phot Posn Vel/z Diam Assoc Images   Spectra  No. 
57   4C +76.03                      04h10m45.6s +76d56m45s G      >30000  0.598500      22.0     ...    83     6   28    1     1    0     1 Retrieve Retrieve 57  
58   3C 109                         04h13m40.4s +11d12m14s G      >30000  0.305600      18.7     ...   226     4   91    5     1    0     1 Retrieve Retrieve 58  
59  *[HB89] 0420-014                04h23m15.8s -01d20m33s QSO    >30000  0.914000      17.76    ...   408     8   81    9     0    0     0 Retrieve Retrieve 59  
60   IC 2082                        04h29m07.6s -53d49m38s GPair   12351  0.041200       ...     ...    77    10   39    5     7    4     0 Retrieve Retrieve 60  
61   ABELL S0463                    04h29m13.4s -53d44m02s GClstr  11812  0.039400       ...     ...    42     0    0    3     0    0     0 Retrieve Retrieve 61  
62   PKS 0428+20                    04h31m03.7s +20d37m34s G      >30000  0.219000      20.0     ...    90     4   71    2     1    2     0 Retrieve Retrieve 62  
63   3C 120                         04h33m11.1s +05d21m16s G        9896  0.033010      14.2     ...   981    18  242   12    13    7     0 Retrieve Retrieve 63  
64  *3C 123                         04h37m04.4s +29d40m14s G      >30000  0.217700      21.7     ...   220     3   79    5     0    1     0 Retrieve Retrieve 64  
65   [HB89] 0438-436                04h40m17.2s -43d33m09s QSO    >30000  2.863000      18.8     ...   139     7   47    6     0    0     0 Retrieve Retrieve 65  
66   [HB89] 0440-003                04h42m38.6s -00d17m43s QSO    >30000  0.844000      19.22    ...   203     1   69    7     0    0     0 Retrieve Retrieve 66  
67   PKS 0442-28                    04h44m37.7s -28d09m55s G      >30000  0.147000      18.5     ...    35     4   36    3     0    2     0 Retrieve Retrieve 67  
68   [HB89] 0451-282                04h53m14.6s -28d07m37s QSO    >30000  2.559000      18.5     ...    92     0   34    5     0    0     0 Retrieve Retrieve 68  
69   NGC 1692                       04h55m23.7s -20d34m16s G       10602  0.035364      13.99    ...    60     9   53    5     3   19     0 Retrieve Retrieve 69  
70   [HB89] 0454-463                04h55m50.8s -46d15m59s QSO    >30000  0.852800      17.4     ...    88     1   30    4     0    0     0 Retrieve Retrieve 70  
71   3C 132                         04h56m43.0s +22d49m22s G      >30000  0.214000      19.0     ...    99     0   65    5     0    3     0 Retrieve Retrieve 71  
72  *PKS 0500+019                   05h03m21.2s +02d03m05s QSO    >30000  0.584570      21.2     ...   120    15   49    6     2    0     0 Retrieve Retrieve 72  
73  *PICTOR A                       05h19m49.7s -45d46m44s G       10510  0.035058      16.45    ...   203     6   69    2     1   15     0 Retrieve Retrieve 73  
74   3C 138                         05h21m09.9s +16d38m22s QSO    >30000  0.759000      18.84    ...   312     8   85    6     0    0     0 Retrieve Retrieve 74  
75   ESO 362- G 021                 05h22m58.0s -36d27m31s G       16590  0.055338      14.5     ...   340    17   79    8     3    9     0 Retrieve Retrieve 75  
76   PKS 0528+134                   05h30m56.4s +13d31m55s QSO    >30000  2.060000      20.0     ...   282    12   50    4     0    0     0 Retrieve Retrieve 76  
77   [HB89] 0537-441                05h38m50.3s -44d05m09s QSO    >30000  0.894000      15.5     ...   335    13   61    8     0    0     1 Retrieve Retrieve 77  
78   3C 147                         05h42m36.1s +49d51m07s QSO    >30000  0.545000      17.8     ...   343    13   65    5     0    0     2 Retrieve Retrieve 78  
79   [HB89] 0605-085                06h07m59.7s -08d34m50s QSO    >30000  0.872000      18.5     ...   134     7   31    3     0    0     0 Retrieve Retrieve 79  
80   3C 153                         06h09m32.5s +48d04m15s G      >30000  0.276900      18.5     ...   122     3   61    4     1    0     3 Retrieve Retrieve 80  
81  *PKS 0620-52                    06h21m43.2s -52d41m36s G       15320  0.051102      15.5     ...    40     5   31    4     2    2     0 Retrieve Retrieve 81  
82   ESO 161-IG 007                 06h26m19.0s -53d41m32s GPair   16159  0.053900       ...     ...    47     7   20    5     0    1     0 Retrieve Retrieve 82  
83   PKS 0625-35                    06h27m06.7s -35d29m15s G       16367  0.054594      16.5     ...    60     6   37    2     0    2     0 Retrieve Retrieve 83  
84   [HB89] 0637-752                06h35m46.5s -75d16m17s QSO    >30000  0.653000      15.75    ...   214     4   56    6     0    0     1 Retrieve Retrieve 84  
85   3C 171                         06h55m14.8s +54d09m00s G      >30000  0.238400      18.89    ...   164     3   71    4     0    2     0 Retrieve Retrieve 85  
86  *[HB89] 0735+178                07h38m07.4s +17d42m19s QSO    >30000  0.424000  ?   14.85    ...   547    20  217    8     0    4     2 Retrieve Retrieve 86  
87   [HB89] 0736+017                07h39m18.0s +01d37m05s QSO    >30000  0.191000      16.47    ...   334    10  125    6     0    0     1 Retrieve Retrieve 87  
88  *[HB89] 0743-673                07h43m31.6s -67d26m26s QSO    >30000  1.510000      16.37    ...    88     7   30    4     0    0     0 Retrieve Retrieve 88  
89  *PKS 0742+10                    07h45m33.0s +10d11m13s G      >30000  2.624000      ~24      ...   106     8   51    4     1    0     0 Retrieve Retrieve 89  
90   CGCG 262-029                   07h48m36.9s +55d48m58s G       10691  0.035661      15.3     ...    49     1   26    5     4    3     0 Retrieve Retrieve 90  
91   3C 192                         08h05m35.0s +24d09m50s G       17900  0.059709      16.3g    ...   225     4  134    8     4   11     0 Retrieve Retrieve 91  
92   3C 195                         08h08m53.6s -10d27m40s G      >30000  0.110000      18.0     ...    60     7   58    5     0    2     0 Retrieve Retrieve 92  
93   3C 196                         08h13m36.0s +48d13m03s QSO    >30000  0.871000      17.79    ...   276     9   77    4     0    0     3 Retrieve Retrieve 93  
94  *B3 0814+425                    08h18m16.0s +42d22m45s QSO    >30000  0.530000      18.5     ...   184    12   43    6     1    4     0 Retrieve Retrieve 94  
95   PKS 0825-20                    08h27m17.4s -20d26m24s QSO    >30000  0.822000      18.0     ...    35     5   28    2     0    0     0 Retrieve Retrieve 95  
96   2MFGC 06756                    08h34m54.9s +55d34m21s G      >30000  0.241166      18.4g    ...   159     4   66    6     3    8     2 Retrieve Retrieve 96  
97   [HB89] 0834-201                08h36m39.2s -20d17m00s QSO    >30000  2.752000      19.4     ...    92     1   33    4     0    0     0 Retrieve Retrieve 97  
98   PKS 0834-19                    08h37m11.1s -19d51m57s G      >30000  1.032000      19.6     ...    28     5   23    2     0    0     0 Retrieve Retrieve 98  
99   [HB89] 0836+710                08h41m24.3s +70d53m42s QSO    >30000  2.172000      16.5     ...   317    16   46    4     1    0     1 Retrieve Retrieve 99  
100  [HB89] 0842-754                08h41m27.0s -75d40m28s QSO    >30000  0.521000      18.9     ...    47     2   22    4     0    0     0 Retrieve Retrieve 100 
101  OJ +287                        08h54m48.9s +20d06m31s QSO    >30000  0.306000      14.      ...   797    22  212    7     0    2     0 Retrieve Retrieve 101 
102 *PKS 0858-279                   09h00m40.0s -28d08m20s QSO    >30000  2.152000      16.2     ...    45     5   17    2     1    0     1 Retrieve Retrieve 102 
103  PKS 0859-25                    09h01m47.5s -25d55m19s G      >30000  0.305000      18.5     ...    33     2   24    2     0    0     0 Retrieve Retrieve 103 
104  [HB89] 0859-140                09h02m16.8s -14d15m31s QSO    >30000  1.333000      16.59    ...   144     5   39    5     1    0     0 Retrieve Retrieve 104 
105  3C 216                         09h09m33.5s +42d53m46s QSO    >30000  0.670263      19.4g    ...   303    12  125    7     3    8     1 Retrieve Retrieve 105 
106  Hydra A                        09h18m05.7s -12d05m44s G       16452  0.054878      13.9     ...   281    12   76    3     5    7     0 Retrieve Retrieve 106 
107  3C 219                         09h21m08.6s +45d38m57s G      >30000  0.174418      17.8g    ...   251     9  128    6     5   10     1 Retrieve Retrieve 107 
108  B3 0923+398                    09h26m46.8s +39d37m45s G         ...       ...       ...     ...    15     0    8    4     0    0     1 Retrieve Retrieve 108 
109  [HB89] 0923+392                09h27m03.0s +39d02m21s QSO    >30000  0.695283      16.8g    ...   448     8  115   10     4    8     1 Retrieve Retrieve 109 
110 *3C 223                         09h39m52.7s +35d53m59s G      >30000  0.136730      17.8g    ...   189     1  109    6     4   11     0 Retrieve Retrieve 110 
111  3C 227                         09h47m45.1s +07d25m21s G       25731  0.085828      16.7g    ...   209    10  120    8     4   10     0 Retrieve Retrieve 111 
112  MESSIER 082                    09h55m52.7s +69d40m46s G         203  0.000677       9.30    ...  1497    32  203    9    14    9     0 Retrieve Retrieve 112 
113 *[HB89] 0954+556                09h57m38.2s +55d22m58s QSO    >30000  0.895504      17.9g    ...   191     4   70    4     4    8     0 Retrieve Retrieve 113 
114  3C 234                         10h01m49.5s +28d47m09s G      >30000  0.184800      18.0g    ...   242     6  117    8     0    6     0 Retrieve Retrieve 114 
115  3C 236                         10h06m01.7s +34d54m10s G      >30000  0.100500      16.4g    ...   229     7   94    8     5    6     1 Retrieve Retrieve 115 
116  3C 237                         10h08m00.0s +07d30m16s G      >30000  0.877000      21.6g    ...   121     7   67    7     0    4     0 Retrieve Retrieve 116 
117  PKS 1015-31                    10h18m09.3s -31d44m14s QSO    >30000  1.346000      21.2     ...    38     4   28    2     0    0     0 Retrieve Retrieve 117 
118  PKS 1017-42                    10h19m44.2s -42d24m54s G      >30000  0.700000 PHOT 21.1R    ...    14     0   14    3     0    0     0 Retrieve Retrieve 118 
119  3C 245                         10h42m44.6s +12d03m31s QSO    >30000  1.028650      17.5g    ...   282     6  120    8     3    8     1 Retrieve Retrieve 119 
120  [HB89] 1055+018                10h58m29.6s +01d33m59s QSO    >30000  0.890000      18.28    ...   288     9  102    8     1    4     0 Retrieve Retrieve 120 
121  [HB89] 1127-145                11h30m07.0s -14d49m27s QSO    >30000  1.184000      16.9     ...   293     9   75    5     2    0     0 Retrieve Retrieve 121 
122  [HB89] 1136-135                11h39m10.7s -13d50m44s QSO    >30000  0.558000      16.08    ...   147     9   61    4     1    0     0 Retrieve Retrieve 122 
123  NGC 3862                       11h45m05.0s +19d36m23s G        6511  0.021718      13.67    ...   348    11  150    8    10   12     1 Retrieve Retrieve 123 
124  LBQS 1148-0007                 11h50m43.9s -00d23m54s QSO    >30000  1.976200      17.1g    ...   241     3   85    9     7    8     0 Retrieve Retrieve 124 
125  [HB89] 1151-348                11h54m21.8s -35d05m29s QSO    >30000  0.258000      17.84    ...    65     1   37    2     0    2     0 Retrieve Retrieve 125 
126  3C 268.1                       12h00m20.1s +73d00m46s G      >30000  0.970000      22.      ...   107     5   62    3     0    0     0 Retrieve Retrieve 126 
127  3C 268.3                       12h06m24.7s +64d13m37s G      >30000  0.371000      20.0     ...   135    11   73    4     0    4     1 Retrieve Retrieve 127 
128 *NGC 4261                       12h19m23.2s +05d49m31s G        2238  0.007465      11.41    ...   564    25  146   11     9   10     0 Retrieve Retrieve 128 
129  MESSIER 084                    12h25m03.7s +12d53m13s G        1060  0.003536      10.09    ...   994    28  210   10    15    7     0 Retrieve Retrieve 129 
130  3C 273                         12h29m06.7s +02d03m09s QSO    >30000  0.158339      12.86    ...  1957    31  443   11     2    6     0 Retrieve Retrieve 130 
131  MESSIER 087                    12h30m49.4s +12d23m28s G        1307  0.004360       9.59    ...  1978    37  254   12    22    8     0 Retrieve Retrieve 131 
132  PKS 1245-19                    12h48m23.9s -19d59m19s QSO    >30000  1.275000      20.5     ...    65     5   47    2     1    0     0 Retrieve Retrieve 132 
133 *NGC 4696                       12h48m49.3s -41d18m40s G        2958  0.009867      11.39    ...   240    10   91    6    14   18     0 Retrieve Retrieve 133 
134  VV 201                         12h54m36.1s -12d33m48s GPair    4497  0.015000       ...     ...    92    11   44    3     1    0     0 Retrieve Retrieve 134 
135  3C 279                         12h56m11.1s -05d47m22s QSO    >30000  0.536200      17.75    ...   814    22  204    8     1    0     0 Retrieve Retrieve 135 
136  3C 280                         12h56m57.1s +47d20m20s G      >30000  0.996000      22.      ...   178    10   96    5     0    1     1 Retrieve Retrieve 136 
137  PKS 1306-09                    13h08m39.1s -09d50m33s G      >30000  0.464000      20.5     ...    41     3   29    2     0    0     0 Retrieve Retrieve 137 
138  3C 283                         13h11m40.1s -22d17m04s G      >30000  0.800000      20.0     ...    40     3   30    2     0    0     0 Retrieve Retrieve 138 
139  NGC 5090                       13h21m12.8s -43d42m16s G        3421  0.011411      12.57    ...   136    11   38    3     7   16     0 Retrieve Retrieve 139 
140  NGC 5128                       13h25m27.6s -43d01m09s G         547  0.001825       7.84    ...  1273    18  295    7    16   16     0 Retrieve Retrieve 140 
141  4C +32.44                      13h26m16.5s +31d54m10s G      >30000  0.370000      19.0     ...    93     5   53    7     1    4     0 Retrieve Retrieve 141 
142 *FBQS J133037.6+250910          13h30m37.7s +25d09m11s QSO    >30000  1.055000      17.67    ...   216     4  101    7     0    4     0 Retrieve Retrieve 142 
143  3C 286                         13h31m08.3s +30d30m33s QSO    >30000  0.849352      17.3g    ...   567    14  131   10     3    8     1 Retrieve Retrieve 143 
144  IC 4296                        13h36m39.0s -33d57m57s G        3737  0.012465      11.61    ...   261    16   99    5     8   19     0 Retrieve Retrieve 144 
145  4C +12.50                      13h47m33.3s +12d17m24s G      >30000  0.121740      16.6g    ...   234    15  114    8     7    8     2 Retrieve Retrieve 145 
146 *UGC 08782                      13h52m17.8s +31d26m46s G       13501  0.045034      15.25    ...   217     9  109   11     4   14     1 Retrieve Retrieve 146 
147  [HB89] 1355-416                13h59m00.2s -41d52m53s QSO    >30000  0.313000      15.86    ...   106     3   33    4     0    0     0 Retrieve Retrieve 147 
148  4C +62.22                      14h00m28.6s +62d10m39s G      >30000  0.431000      20.9     ...    93     4   44    3     1    4     0 Retrieve Retrieve 148 
149  3C 295                         14h11m20.6s +52d12m09s G      >30000  0.464100      20.20    ...   332     6  102    4     0    2     1 Retrieve Retrieve 149 
150  NGC 5532                       14h16m52.9s +10d48m27s G        7406  0.024704      14.05    ...   215     0  111    6     4    6     0 Retrieve Retrieve 150 
151  3C 298                         14h19m08.2s +06d28m35s QSO    >30000  1.437320      17.2g    ...   234     7  111   10     3    8     1 Retrieve Retrieve 151 
152  [HB89] 1424-418                14h27m56.3s -42d06m19s QSO    >30000  1.522000      17.7     ...    97     2   33    5     0    0     0 Retrieve Retrieve 152 
153  [HB89] 1453-109                14h55m54.9s -11d08m43s QSO    >30000  0.938000      17.34    ...    62     1   29    2     0    0     0 Retrieve Retrieve 153 
154  3C 309.1                       14h59m07.6s +71d40m20s QSO    >30000  0.905000      16.78    ...   283    10   93    4     0    0     1 Retrieve Retrieve 154 
155  VV 204                         15h04m57.1s +26d00m59s G       16129  0.053800      15.24    ...   172     4   76    7     0    1     0 Retrieve Retrieve 155 
156 *[HB89] 1504-166                15h07m04.8s -16d52m30s QSO    >30000  0.876000      18.5     ...   124     3   25    4     0    0     0 Retrieve Retrieve 156 
157  [HB89] 1508-055                15h10m53.6s -05d43m07s QSO    >30000  1.185000      17.21    ...    90     2   38    4     0    0     0 Retrieve Retrieve 157 
158  [HB89] 1510-089 NED02          15h12m50.5s -09d06m00s QSO    >30000  0.360000      16.52    ...   438     9   92    4     0    0     1 Retrieve Retrieve 158 
159  3C 315                         15h13m40.1s +26d07m31s GPair  >30000  0.108300       ...     ...   144     2   75    6     0    0     0 Retrieve Retrieve 159 
160  UGC 09799                      15h16m44.5s +07d01m18s G       10330  0.034457      13.96    ...   307    11   89   12    18    9     1 Retrieve Retrieve 160 
161  AP Lib                         15h17m41.8s -24d22m19s G       14570  0.048600      15.08    ...   284    15   89    6     1   14     0 Retrieve Retrieve 161 
162  4C +04.51                      15h21m14.4s +04d30m22s G      >30000  1.296000      19.0     ...    66     5   61    5     2    4     0 Retrieve Retrieve 162 
163 *3C 321                         15h31m43.4s +24d04m19s G       28810  0.096100      16.2g    ...   160     9  110    6     0    7     0 Retrieve Retrieve 163 
164  PKS 1547-79                    15h55m21.6s -79d40m36s G      >30000  0.483000      19.0     ...    28     4   26    4     0    2     0 Retrieve Retrieve 164 
165  PKS 1549-79                    15h56m58.9s -79d14m04s G      >30000  0.150100      18.5     ...    58     8   43    6     0    0     0 Retrieve Retrieve 165 
166  B2 1600+33                     16h02m07.2s +33d26m53s G      >30000  1.100000      23.2     ...    64     3   47    6     1    0     0 Retrieve Retrieve 166 
167  3C 327                         16h02m27.3s +01d57m56s G      >30000  0.104800      15.88    ...   176     7   84    7     1    0     0 Retrieve Retrieve 167 
168  3C 327.1                       16h04m45.3s +01d17m51s G      >30000  0.462000      20.5     ...    90     6   51    5     0    0     0 Retrieve Retrieve 168 
169  PKS 1607+26                    16h09m13.3s +26d41m29s G      >30000  0.473000      20.1     ...   111     4   77    5     1    4     0 Retrieve Retrieve 169 
170  3C 330                         16h09m36.6s +65d56m44s G      >30000  0.550000      20.33    ...   156     7   73    3     0    0     1 Retrieve Retrieve 170 
171  [HB89] 1611+343                16h13m41.0s +34d12m48s QSO    >30000  1.397120      17.7g    ...   317    10   97    8     3    6     0 Retrieve Retrieve 171 
172  [HB89] 1610-771                16h17m49.3s -77d17m18s QSO    >30000  1.710000      19.      ...    64     0   24    4     0    0     0 Retrieve Retrieve 172 
173  PKS 1622-253                   16h25m46.9s -25d27m38s QSO    >30000  0.786000      21.9     ...    97     7   19    3     0    0     0 Retrieve Retrieve 173 
174  NGC 6251                       16h32m32.0s +82d32m16s G        7408  0.024710      13.64    ...   294     8   43    5     6    6     0 Retrieve Retrieve 174 
175  3C 343                         16h34m33.8s +62d45m36s QSO    >30000  0.988000      20.6     ...   130     4   62    3     0    0     1 Retrieve Retrieve 175 
176  [HB89] 1633+382                16h35m15.5s +38d08m04s QSO    >30000  1.813570      17.7g    ...   356     8   80    9     4    8     0 Retrieve Retrieve 176 
177  3C 343.1                       16h38m28.2s +62d34m44s G      >30000  0.750000      20.71    ...   121     9   68    3     0    0     0 Retrieve Retrieve 177 
178  3C 345                         16h42m58.8s +39d48m37s QSO    >30000  0.592800      16.6g    ...   947    23  190   14     6    8     1 Retrieve Retrieve 178 
179  3C 346                         16h43m48.6s +17d15m49s G      >30000  0.162012      17.5     ...   161     7   89    4     1    2     1 Retrieve Retrieve 179 
180  PKS 1637-77                    16h44m16.1s -77d15m49s G       12801  0.042700      15.5     ...    51     6   29    3     1    2     0 Retrieve Retrieve 180 
181  Hercules A                     16h51m08.1s +04d59m33s G      >30000  0.154000      18.5     ...   202     8   90    6     2    4     1 Retrieve Retrieve 181 
182  SBS 1704+608                   17h04m41.4s +60d44m31s QSO    >30000  0.371940      15.5g    ...   475    14  159    5     5    9     2 Retrieve Retrieve 182 
183  3C 353                         17h20m28.1s -00d58m47s G        9120  0.030421      15.36    ...   167    10   75    4     2    4     0 Retrieve Retrieve 183 
184  PKS 1733-56                    17h37m35.8s -56d34m03s G       29380  0.098000      18.0     ...    53     5   28    4     0    2     0 Retrieve Retrieve 184 
185  [HB89] 1741-038                17h43m58.8s -03d50m05s QSO    >30000  1.054000      18.6     ...   189     5   45    5     0    0     0 Retrieve Retrieve 185 
186  PKS 1740-517                   17h44m25.4s -51d44m44s G      >30000  0.630000 PHOT 20.9     ...    31     4   12    4     0    0     0 Retrieve Retrieve 186 
187  [HB89] 1803+784                18h00m45.7s +78d28m04s QSO    >30000  0.680000      17.      ...   256    14   74    5     0    0     1 Retrieve Retrieve 187 
188  PKS 1814-63                    18h19m35.0s -63d45m48s G       18797  0.062700      18.0     ...    61     4   33    4     0    2     0 Retrieve Retrieve 188 
189  3C 380                         18h29m31.8s +48d44m46s QSO    >30000  0.692000      16.81    ...   349    13   94    4     0    0     2 Retrieve Retrieve 189 
